analysisTag,Quantities,Re-Order,Configurations,Simulation_Results
PT9KIT_6180,ActualArrivals,LeadTime,CarryCostPercentage,RecommendedSafetyStock
PT9KIT_1830,ActualExpeditedArrivals,LotSizeDays,OrderCost,SimulatedInventory
DPI104-2-13G_6210,ActualInventory,MinLotSize,TargetMaximumDaysOnHand,SimulatedStandardArrivals
412-1361_6180,ActualItemsReceivedQuantity,PlanningTimeFence,TargetMinimumDaysOnHand
402-211_6210,CalculatedConsumption,RoundingValue,TargetServiceLevel
817760_6180,InventoryDaysOnHand,SafetyTime
563-002-01_6180,LatestDateForDemandForecast
238-410_6180,LatestDemandForecast
703-1659-02_6180,Miscellaneous
421-3943-02_6180,PendingArrivalsPastDue
421-3946_6180,QuantityUncertaintySupplySide
184-180_7110,SafetyStock
IO620-IDT622_6210,TimeUncertaintySupplySide
421-3380_6180,TotalNetInventory
705-953_6180,UnrestrictedBlocked
DA2443-5-01_7110
410-621-01_6180
562-001_6180
573-333-01-LF_1830
421-3952_6180
255-440_6180
1S-01-0045-40-D_6210
IO620-HOSE-P1_6210
IS620G-2_6210
421-4078_6180
193-048-01_6210
207-198_6210
238-417_6180
442-1446-04_6180
421-516-05_6180
176-219_6210
DPI104-2-10G_6210
IO620-IDT621_6210
228-075-01_6210
421-705_6180
705-1552-00_6180
450-178-02_6210
K0447_6210
223-1079-01_7110
227-240_7110
201-1020_6210
410-573_6180
185-821_1830
441-235_6180
185-820_1830
100N3819_6180
705-1275-02_6180
UD-0001_6210
DA6524-4-01_6210
190-713-01_6210
704-1381-02_1830
536-039-92_1830
112M0896-2_6210
PV621G_6210
421-839-01_6180
190-608_6180
IO620-CASE-3_6210
703-1269-02_1830
885-013-01_6210
DA2951-1-04_6210
PV622G_6210
703-1665-00_6180
122M8867_6180
204-153_6210
223-980-01_7110
703-1144-01_1830
MX656-17-01_7110
421-2559_6180
P40246724_6180
193-127-01_6210
DA8418-1-01_7110
853-134_7110
DA8403-1-01_7110
201-217-LF_6180
DA6655-1-01_7110
DPI104-1-16G_6210
425-208-01_1830
K0476_6210
176-180_6210
185-822_6180
112M3077-1_6210
703-1603-02_1830
192-756-01_6210
DA2439-13-01_7110
DA6453-1-01_6210
220-941-01_6210
703-1473-00_6180
703-1442-02_6180
223-1079-01_6210
176-142_7110
DPI104-1-22S_6210
412-1123_1830
703-1914-00_1830
193-031-05_6210
MX668-12-02_7110
703-1674-00_1830
401-347_6210
703-1674-00_6180
223-1102-02_6210
E-BLACK_6180
121M2200-1_6210
230-067_6180
705-1275-01_6180
IA4061-1-V0_6210
703-1269-01_1830
425-708_6180
190-276_1830
DPI104-1-13G_6210
401-242_6210
102M2936_6180
704-1224-00_6180
PV211_6210
121M8044-2_6210
DA2580-1-02_6210
705-1472-01_6180
079-092-01_6210
401-240_6210
185-821_6180
400-187_6210
703-1284-01_6180
703-1534-05_6180
XD-253_6180
108M5267-1_6210
401-384_6210
703-1418-00_6180
121M8072-1_6210
703-1269-01_6180
DPI104-2-22S_6210
DA8159-1-03_6210
703-1284-01_1830
DPI611-05G_6210
425-1529_6180
401-385_6210
224-964-01_7110
704-1381-02_7110
255-674_6180
703-1658-00_1830
XD-170_6180
703-1658-00_6180
185-820_6180
176-138_6210
224-962-01_7110
705-1884-03_1830
703-1534-04_6180
IA4500-1-V0_7110
425-271-02_1830
425-1264_6180
DA8009-1-01_6210
703-1603-04_6180
703-1589-00_6180
705-1492-20_6180
703-1589-00_1830
DA2847-1-01_6210
425-209-02_6180
FS-9001-27_1600
705-1492-20_1830
425-271-02_6180
0035900_6180
XA6456-1-01_7110
106M1179_6180
225-360-02_7110
IA4405-1-V1_6210
PMT1-3-1A_1600
299-969-01_6210
1498163_7110
